ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Status_smoke_immune_Text,This unit is unaffected by Smoke,This unit is unaffected by Smoke,Cette unité n'est pas affectée par les fumigènes.,Rauch hat auf diese Einheit keinen Effekt.,이 유닛은 연막에 영향을 받지 않습니다. ,Ta jednostka jest niewrażliwa na dym.,Esta unidade não é afetada por Fumaça.,Этот юнит защищен от воздействия дыма.,Esta unidad no se ve afectada por el humo.
Status_hp_Title,Invigorating Spores,Invigorating Spores,Spores revigorantes,Belebende Sporen,보양 포자,Wzmacniające Zarodniki,Esporos Revigorantes,Укрепляющие споры,Esporas vigorizantes
Status_hp_Text,The Soldier Psion is providing +1 HP to all Vek.,The Soldier Psion is providing +1 HP to all Vek.,Le Psion Soldat confère +1 PV à tous les Veks.,Der Soldaten-Psion verleiht allen Vek +1 GP.,군단 사이온이 모든 Vek에게 +1 HP 보너스를 제공합니다. ,Życiodajny Psionik zapewnia +1 do zdrowia wszystkim vekom.,O Soldado Psion fornece +1 PV a todos os Vek.,Рядовой псион добавляет +1 ОЗ всем веккам.,El psiónico soldado proporciona +1 PS a todos los vek.
Status_fire_immune_Title,Fire Immunity,Fire Immunity,Immunité contre le feu,Immunität gegen Feuer,화염 면역,Odporność na Ogień,Imune a Fogo,Иммунитет к огню,Inmunidad al fuego
Status_fire_immune_Text,This unit cannot be set on Fire,This unit cannot be set on Fire,Il est impossible de mettre le feu à cette unité.,Diese Einheit kann nicht in Brand gesteckt werden.,이 유닛은 불이 붙지 않습니다. ,Tej jednostki nie można podpalić.,Esta unidade não pode pegar Fogo.,Этот юнит не может загореться.,A esta unidad no se le puede prender fuego.
Status_arrow_0_Title,Conveyor Belt,Conveyor Belt,Tapis roulant,Förderband,컨베이어 벨트,Pas Transmisyjny,Esteira,Лента конвейера,Cinta transportadora
Status_arrow_0_Text,This unit will be pushed by the conveyor belt in the marked direction.,This unit will be pushed by the conveyor belt in the marked direction.,Cette unité sera poussée dans la direction indiquée par le tapis roulant.,Diese Einheit wird vom Förderband in die angezeigte Richtung bewegt.,유닛이 컨베이어 벨트에 표시된 방향으로 밀려집니다. ,Ta jednostka zostanie popchnięta przez pas transmisyjny w oznaczonym kierunku.,Esta unidade será empurrada na direção indicada pela esteira.,Конвейер будет сдвигать этот юнит в указанном направлении.,Esta unidad se verá desplazada por la cinta transportadora en la dirección que se indica.
Status_flying_Title,Flying,Flying,Vol,Fliegen,비행,Latanie,Voador,Полет,Vuelo
Status_flying_Text,Flying units can move over any terrain tile.,Flying units can move over any terrain tile.,Les unités volantes peuvent franchir toutes les cases de terrain.,Fliegende Einheiten können sich über jedes Geländefeld hinwegbewegen.,비행 유닛은 어떤 지형이던 통과할 수 있습니다.,Jednostki latające mogą przemieszczać się nad każdym polem.,Unidades voadoras passam por qualquer espaço de terreno.,Летающие юниты могут перемещаться по любым клеткам ландшафта.,Las unidades voladoras pueden moverse por casillas de cualquier tipo de terreno.
Status_tele_B_Title,Teleporter Pad,Teleporter Pad,Dalle de téléportation,Teleportfeld,텔레포터 패드,Platforma Teleportera,Teletransporte,Площадка телепорта,Base de teletransportador
Status_tele_B_Text,"If another unit uses the BLUE teleport pad, this unit will swap locations with it.","If another unit uses the BLUE teleport pad, this unit will swap locations with it.","Si une autre unité utilise la dalle de téléportation BLEUE, cette unité change de place avec elle.","Wenn eine andere Einheit das BLAUE Teleportfeld nutzt, tauscht diese Einheit mit ihr den Platz.","다른 유닛이 파란 텔레포터 패드를 사용하면, 이 유닛과 위치를 뒤바꿉니다. ","Jeżeli inna jednostka użyje NIEBIESKIEJ platformy, ta jednostka zamieni się z nią miejscem.","Se outra unidade usar o teletransporte AZUL, esta unidade trocará de lugar com ela.","Если другой юнит занимает СИНЮЮ площадку, этот юнит поменяется с ним местами.","Si otra unidad usa la base de teletransportador azul, esta unidad intercambiará su posición con ella."
Status_postmove_Title,Fire-and-Forget,Fire-and-Forget,Tir instinctif,Zielsucher,발사-후-망각,Wielozadaniowość,Atira-e-Passa,Координация,Gatillo fácil
Status_postmove_Text,(Pilot Skill) This unit can move after shooting.,(Pilot Skill) This unit can move after shooting.,(Compétence de pilote) Cette unité peut se déplacer après avoir tiré.,(Pilot) Diese Einheit kann sich nach dem Feuern bewegen.,(조종사 스킬) 이 유닛은 발사 후 움직일 수 있습니다. ,(Zdolność pilota) Ta jednostka może się ruszyć po wykonaniu ataku.,(Hab. Piloto) Esta unidade pode se mover após atirar.,(Умение пилота) Этот юнит может перемещаться после атаки.,(Habilidad de piloto) Esta unidad puede moverse después de disparar.
Status_lava_Title,Submerged in Lava,Submerged in Lava,Sous la lave,In Lava getaucht,용암에 빠짐,Zalanie Lawą,Submerso em Lava,В лаве,Sumergido en lava
Status_lava_Text,Weapons do not work and the submerged Mech is on Fire.,Weapons do not work and the submerged Mech is on Fire.,Les armes ne fonctionnent pas et le Mecha sous la lave est en feu.,Waffen funktionieren nicht und der untergetauchte Mech fängt Feuer.,무장이 작동하지 않고 빠진 메크에 불이 붙었습니다. ,"Uzbrojenie nie działa, a zalany lawą mech ulega podpaleniu.",Armas não funcionam e Meka submerso pega Fogo.,"Оружие не работает, а сам мех горит.",Las armas no funcionan y el mech sumergido se prende fuego.
Status_grapple_Title,Webbed,Webbed,Entoilé,Eingesponnen,속박,Oplątanie,Na Teia,Паутина,Enredado
Status_grapple_Text,"Units Webbed by the Vek cannot move, but they can still attack.","Units Webbed by the Vek cannot move, but they can still attack.","Les unités prises dans les toiles des Veks ne peuvent plus se déplacer, mais elles ont toujours la possibilité d'attaquer.","Von Vek eingesponnene Einheiten können sich nicht bewegen, aber noch angreifen.",Vek에 속박된 유닛은 움직이지 못하지만 공격은 가능합니다. ,"Jednostki oplątane przez veków nie mogą się ruszać, ale wciąż mogą atakować.","Unidades na Teia dos Vek não podem se mover, mas ainda podem atacar.","Юниты в паутине не могут двигаться, но могут атаковать.","Las unidades enredadas por el vek no pueden moverse, pero siguen pudiendo atacar."
Status_massive_Title,Massive,Massive,Massif,Massiv,거대함,Gigant,Enorme,Гигант,Enorme
Status_massive_Text,Massive units can walk in Water (but Water will prevent shooting).,Massive units can walk in Water (but Water will prevent shooting).,Les unités massives peuvent se déplacer dans l'eau (mais l'eau les empêche toujours de tirer).,Massive Einheiten können durch Wasser laufen (aber Wasser verhindert das Feuern von Waffen).,"거대한 유닛은 물 속을 걸어다닐 수 있습니다. (단, 물 속에서 발사는 불가).",Gigantyczne jednostki mogą poruszać się w wodzie (ale nie mogą strzelać).,Unidades enormes andam na Água (mas não podem atirar de dentro dela).,Гигантские юниты могут перемещаться в воде (но не могут при этом стрелять).,"Las unidades enormes pueden andar por el agua, pero el agua les impedirá disparar."
Status_doubleshot_Title,Double Shot,Double Shot,Double tir,Doppelschuss,더블 샷,Podwójny Strzał,Tiro Duplo,Двойной выстрел,Disparo doble
Status_doubleshot_Text,(Pilot Skill) This unit gets a bonus action because it did not move.,(Pilot Skill) This unit gets a bonus action because it did not move.,(Compétence de pilote) Cette unité bénéficie d'une action supplémentaire car elle ne s'est pas déplacée.,"(Pilot) Diese Einheit erhält eine Bonusaktion, da sie sich nicht bewegt hat.",(조종사 스킬) 이 유닛이 움직이지 않았기에 추가 행동을 할 수 있습니다. ,"(Zdolność pilota) Ta jednostka może wykonać dodatkową akcję, ponieważ się nie ruszyła.",(Hab. Piloto) Esta unidade ganha uma ação bônus por não ter se movido.,"(Умение пилота) Этот юнит получает второе действие, поскольку не двигался.",(Habilidad de piloto) Esta unidad tiene una acción extra porque no se ha movido.
Status_shifty_Title,Sidestep,Sidestep,Pas de côté,Seitwärtsschritt,사이드스텝,Odskok,Passo Lateral,Отскок,Pasito
Status_shifty_Text,(Pilot Skill) This unit gets one bonus Tile move after attacking.,(Pilot Skill) This unit gets one bonus Tile move after attacking.,(Compétence de pilote) Cette unité peut se déplacer d'une case de plus après avoir attaqué.,(Pilot) Diese Einheit kann sich nach dem Angriff ein zusätzliches Feld bewegen.,(조종사 스킬) 이 유닛은 공격 후 한 타일 움직일 수 있습니다. ,(Zdolność pilota) Ta jednostka może się ruszyć o jedno pole po wykonaniu ataku.,(Hab. Piloto) Esta unidade ganha mov. bônus de 1 espaço após atacar.,(Умение пилота) Этот юнит может переместиться на одну клетку после атаки.,(Habilidad de piloto) Esta unidad puede moverse una casilla más después de atacar.
Status_arrow_3_Title,Conveyor Belt,Conveyor Belt,Tapis roulant,Förderband,컨베이어 벨트,Pas Transmisyjny,Esteira,Лента конвейера,Cinta transportadora
Status_arrow_3_Text,This unit will be pushed by the conveyor belt in the marked direction.,This unit will be pushed by the conveyor belt in the marked direction.,Cette unité sera poussée dans la direction indiquée par le tapis roulant.,Diese Einheit wird vom Förderband in die angezeigte Richtung bewegt.,유닛이 컨베이어 벨트에 표시된 방향으로 밀려집니다. ,Ta jednostka zostanie popchnięta przez pas transmisyjny w oznaczonym kierunku.,Esta unidade será empurrada na direção indicada pela esteira.,Конвейер будет сдвигать этот юнит в указанном направлении.,Esta unidad se verá desplazada por la cinta transportadora en la dirección que se indica.
Status_shield_Title,Energy Shield,Energy Shield,Bouclier énergétique,Energieschild,에너지 방어막,Osłona Energetyczna,Escudo de Energia,Энергощит,Escudo de energía
Status_shield_Text,"Shields block damage and any negative effects (Fire, Freezing, A.C.I.D, etc.). Only direct damage will remove the Shield.","Shields block damage and any negative effects (Fire, Freezing, A.C.I.D, etc.). Only direct damage will remove the Shield.","Les boucliers bloquent les dégâts et les effets néfastes (feu, gel, A.C.I.D.E., etc.). Seuls les dégâts directs peuvent détruire un bouclier.","Schilde blocken Schaden und negative Effekte (Feuer, Einfrieren, A.C.I.D.U.M. usw.). Nur direkter Schaden entfernt den Schild.","방어막이 피해와 해로운 효과를 막습니다. (화재, 빙결, A.C.I.D, 등). 직접 공격만이 방어막을 없앱니다. ","Osłony blokują obrażenia i niekorzystne efekty środowiskowe (ogień, lód, K.W.A.S. itp.). Tylko bezpośredni atak usunie osłonę.","Escudo bloqueia dano e efeitos negativos (Fogo, Congelamento, A.C.I.D., etc.). Só danos diretos removem o Escudo.","Щиты блокируют урон и негативные эффекты (пожар, заморозку, кислоту и т.п.). Снять щит может только прямое получение урона.","Los escudos bloquean el daño y todos los efectos negativos (fuego, congelación, A.C.I.D.O., etc.). Solo el daño directo puede eliminar el escudo."
Status_acid_water_Title,Submerged in A.C.I.D.,Submerged in A.C.I.D.,Sous l'A.C.I.D.E.,In A.C.I.D.U.M. getaucht,A.C.I.D.에 빠짐,Zalanie K.W.A.S-em,Submerso em A.C.I.D,В кислоте,Sumergido en A.C.I.D.O.
Status_acid_water_Text,Weapons do not work and the submerged Mech is inflicted with A.C.I.D.,Weapons do not work and the submerged Mech is inflicted with A.C.I.D.,Les armes ne fonctionnent pas et le Mecha sous la lave subit des dégâts d'A.C.I.D.E.,Waffen funktionieren nicht und der untergetauchte Mech erleidet Schaden durch A.C.I.D.U.M.,무장이 작동하지 않고 빠진 메크에 A.C.I.D.가 묻었습니다. ,"Uzbrojenie nie działa, a zalany mech zostaje pokryty K.W.A.S-em.",Armas não funcionam e o Meka submerso é afetado por A.C.I.D.,"Оружие не работает, а сам мех находится под воздействием кислоты.",Las armas no funcionan y el mech sumergido se ve afectado por el A.C.I.D.O.
Status_smoke_Title,Smoke,Smoke,Fumigène,Rauch,연막,Dym,Fumaça,Дым,Humo
Status_smoke_Text,Units in Smoke cannot attack or repair.,Units in Smoke cannot attack or repair.,Les unités prises dans les fumigènes ne peuvent ni attaquer ni se réparer.,In Rauch gehüllte Einheiten können weder angreifen noch reparieren.,연막 속의 유닛은 공격이나 수리를 하지 못합니다. ,Jednostki spowite dymem nie mogą atakować i się naprawiać.,Unidades na Fumaça não atacam nem se reparam.,"Юниты не могут атаковать и ремонтироваться, пока находятся в дыму.",Las unidades rodeadas de humo no pueden atacar ni reparar.
Status_burrow_Title,Burrower,Burrower,Fouisseur,Wühler,버로워,Zakopywacz,Tuneleiro,Тоннельщик,Tunelador
Status_burrow_Text,This Vek will hide underground after taking one or more damage.,This Vek will hide underground after taking one or more damage.,Ce Vek se cache sous terre après avoir subi au moins 1 point de dégâts.,"Dieser Vek versteckt sich unter der Erde, nachdem er einen oder mehr Schaden erlitten hat.",이 Vek은 피해를 1 이상 받으면 지하로 숨습니다. ,Ten vek zakopie się po otrzymaniu co najmniej jednego punktu obrażeń.,Este Vek se esconde no subsolo após sofrer 1 ou mais de dano.,"Этот векк спрячется под землю, получив хотя бы 1 ед. урона.",Este vek se ocultará bajo tierra tras sufrir uno o más de daño.
Status_regen_Title,Regeneration,Regeneration,Régénération,Regeneration,재생,Regeneracja,Regeneração,Регенерация,Regeneración
Status_regen_Text,The Blood Psion is healing all Vek 1 point every turn.,The Blood Psion is healing all Vek 1 point every turn.,"Chaque tour, le Psion Sanguin soigne tous les Veks de 1 PV.",Der Blut-Psion heilt allen Vek 1 Schadenspunkt pro Runde.,선혈 사이온이 모든 Vek을 매 턴마다 1포인트씩 치유합니다. ,Krwawy Psionik co turę przywraca wszystkim vekom 1 pkt. zdrowia.,O Psion de Sangue cura 1 PV de todos os Vek por turno.,Кровавый псион каждый ход восстанавливает 1 ОЗ всем веккам.,El psiónico de sangre cura a todos los vek 1 PS cada turno.
Status_forest_Title,On Forest,On Forest,Dans la forêt,Im Wald,숲 속,W Lesie,Na Floresta,В лесу,En un bosque
Status_forest_Text,"Tile will light on Fire when damaged, posing great risk to this unit.","Tile will light on Fire when damaged, posing great risk to this unit.","Cette case prend feu si elle subit des dégâts, ce qui constituerait une menace importante pour cette unité.","Das Feld fängt Feuer, wenn es beschädigt wird, wodurch diese Einheit einem großen Risiko ausgesetzt ist.",피해를 입으면 불이 붙어 유닛에게 큰 위험요소가 됩니다. ,"Gdy zostanie zaatakowane, pole ulegnie podpaleniu, co zagrozi tej jednostce.",Espaço pega Fogo quando sofre dano; um grave risco para esta unidade.,"Если клетка получит урон, возникнет пожар, представляющий большую опасность для этого юнита.","La casilla se prenderá fuego al sufrir daño, lo que supone un grave riesgo para la unidad."
Status_acid_Title,Corroding A.C.I.D.,Corroding A.C.I.D.,A.C.I.D.E corrosif,Korrodierendes A.C.I.D.U.M.,A.C.I.D. 침식,Żrący K.W.A.S.,A.C.I.D. Corrosivo,Разъедающая кислота,A.C.I.D.O. corrosivo
Status_acid_Text,"Weapon damage against this unit is doubled. All other damage (Push, Blocking, Fire, etc.) is unaffected.","Weapon damage against this unit is doubled. All other damage (Push, Blocking, Fire, etc.) is unaffected.","Les dégâts que les armes infligent à cette unité sont doublés. Les autres types de dégâts (poussée, blocage, feu, etc.) ne sont pas affectés.","Waffenschaden gegen diese Einheit wird verdoppelt. Andere Schadensarten (Schieben, Blocken, Feuer usw.) sind davon nicht betroffen.","이 유닛이 받는 무장 피해가 두 배가 됩니다. 다른 피해(밀기, 차단, 화재 등)에는 적용되지 않습니다.","Obrażenia od broni przeciwko tej jednostce są podwojone. Nie dotyczy innych rodzajów obrażeń (popchnięć, blokowania, ognia itp.).","Dobra o dano de arma que esta unidade sofre. Os demais tipos de dano (Empurrão, Fogo, Bloqueio, etc.) permanecem normais.","Оружие наносит этому юниту в два раза больше урона. Урон от прочих источников (толчки, блокирование, огонь и т. п.) не изменяется.","A esta unidad las armas le hacen el doble de daño. Otras fuentes de daño (empujones, fuegos, bloqueos, etc.) no se ven afectadas."
Status_sand_Title,On Sand,On Sand,Sur le sable,Auf Sand,모래 속,Na Piasku,Na Areia,На песке,Sobre arena
Status_sand_Text,"Tile will turn into Smoke when damaged, preventing this unit from attacking.","Tile will turn into Smoke when damaged, preventing this unit from attacking.","La case se transforme en fumigène si elle subit des dégâts, ce qui empêche cette unité d'attaquer.","Das Feld wird zu Rauch, wenn es beschädigt wird, wodurch diese Einheit nicht angreifen kann.",피해를 입으면 연막 타일로 바뀌어 유닛이 공격하는 것을 방해합니다. ,"To pole zamieni się w dym, gdy stanie się celem ataku. Anuluje to atak tej jednostki.","Espaço se tornará Fumaça quando sofrer dano, impedindo esta unidade de atacar.","Если клетка получит урон, то возникнет дым, который помешает этому юниту атаковать.","La casilla se convertirá en humo al recibir daño, lo que impedirá atacar a la unidad."
Status_arrow_2_Title,Conveyor Belt,Conveyor Belt,Tapis roulant,Förderband,컨베이어 벨트,Pas Transmisyjny,Esteira,Лента конвейера,Cinta transportadora
Status_arrow_2_Text,This unit will be pushed by the conveyor belt in the marked direction.,This unit will be pushed by the conveyor belt in the marked direction.,Cette unité sera poussée dans la direction indiquée par le tapis roulant.,Diese Einheit wird vom Förderband in die angezeigte Richtung bewegt.,이 유닛이 컨베이어 벨트에 표시된 방향으로 밀려집니다. ,Ta jednostka zostanie popchnięta przez pas transmisyjny w oznaczonym kierunku.,Esta unidade será empurrada na direção indicada pela esteira.,Конвейер будет сдвигать этот юнит в указанном направлении.,Esta unidad se verá desplazada por la cinta transportadora en la dirección que se indica.
Status_fire_Title,Fire,Fire,Feu,Feuer,화재,Ogień,Fogo,Пожар,Fuego
Status_fire_Text,Units on Fire take 1 damage at the start of every turn.,Units on Fire take 1 damage at the start of every turn.,Les unités en feu subissent 1 point de dégâts au début de chaque tour.,Brennende Einheiten erleiden zu Beginn jeder Runde 1 Schaden.,불 붙은 유닛은 매 턴의 시작마다 피해를 1 입습니다.,Podpalone jednostki otrzymają co turę 1 pkt. obrażeń.,Unidades pegando Fogo sofrem 1 de dano ao início do turno.,Горящие юниты получают 1 ед. урона в начале каждого хода.,Las unidades afectadas por el fuego sufren 1 de daño al principio de cada turno.
Status_psionboss_Title,Overpowered,Overpowered,Surpuissance,Energieüberschuss,과포화,Wszechmoc,Superpoderosos,Неудержимость,Sobrealimentación
Status_psionboss_Text,"The Psion Abomination is enhancing all Vek. They gain +1 HP, regeneration, and explode on death.","The Psion Abomination is enhancing all Vek. They gain +1 HP, regeneration, and explode on death.","L'Abomination Psion renforce tous les Veks, qui gagnent +1 PV, se régénèrent, et explosent en mourant.","Die Psion-Abscheulichkeit verstärkt alle Vek. Sie erhalten +1 GP, Regeneration und explodieren beim Tod.","보스 사이온이 모든 Vek을 강화합니다. +1 HP, 재생, 죽음시 폭발을 얻습니다.","Omnipsionik wzmacnia wszystkie veki, które otrzymują +1 do zdrowia i regenerację oraz wybuchają po śmierci.","A Abominação Psion aprimorou todos os Vek, que ganham +1 PV, regeneração e morte explosiva.","Чудовищный псион усиливает союзников: все векки получают +1 ОЗ и регенерацию, а после смерти взрываются.","La abominación psiónica potencia a todos los vek, que consiguen +1 PS, regeneración y explotan al morir."
Status_arrow_1_Title,Conveyor Belt,Conveyor Belt,Tapis roulant,Förderband,컨베이어 벨트,Pas Transmisyjny,Esteira,Лента конвейера,Cinta transportadora
Status_arrow_1_Text,This unit will be pushed by the conveyor belt in the marked direction.,This unit will be pushed by the conveyor belt in the marked direction.,Cette unité sera poussée dans la direction indiquée par le tapis roulant.,Diese Einheit wird vom Förderband in die angezeigte Richtung bewegt.,이 유닛이 컨베이어 벨트에 표시된 방향으로 밀려집니다. ,Ta jednostka zostanie popchnięta przez pas transmisyjny w oznaczonym kierunku.,Esta unidade será empurrada na direção indicada pela esteira.,Конвейер будет сдвигать этот юнит в указанном направлении.,Esta unidad se verá desplazada por la cinta transportadora en la dirección que se indica.
Status_electric_smoke_Title,Electric Smoke,Electric Smoke,Fumigènes électrisés,Elektrorauch,전기 연막,Naelektryzowany Dym,Fumaça Elétrica,Электрический дым,Humo eléctrico
Status_electric_smoke_Text,Units in Smoke cannot attack or repair. Electricity damages enemy units.,Units in Smoke cannot attack or repair. Electricity damages enemy units.,Les unités prises dans les fumigènes ne peuvent ni attaquer ni se réparer. L'électricité endommage les unités ennemies.,In Rauch gehüllte Einheiten können weder angreifen noch reparieren. Elektrizität beschädigt gegnerische Einheiten.,연막 속의 유닛은 공격이나 수리를 하지 못합니다. 적 유닛에게 전기 피해를 입힙니다. ,Jednostki spowite dymem nie mogą atakować i się naprawiać. Elektryczność zadaje obrażenia wrogom.,Unidades na Fumaça não atacam nem se reparam. Eletricidade causa dano aos inimigos.,"Юниты не могут атаковать и ремонтироваться, пока находятся в дыму. Электричество наносит урон врагам.",Las unidades rodeadas de humo no pueden atacar ni reparar. La electricidad hace daño a las unidades enemigas.
Status_frozen_Title,Frozen,Frozen,Gelé,Eingefroren,얼어붙음,Zamrożona,Congelado,Во льду,Congelado
Status_frozen_Text,Invincible but unable to move or attack. Any damage will free the unit.,Invincible but unable to move or attack. Any damage will free the unit.,"Indestructible mais incapable de se déplacer ou d'attaquer. Si l'unité subit le moindre dégât, elle est libérée de la glace.","Unverwundbar, aber nicht in der Lage, sich zu bewegen oder anzugreifen. Jeder Schaden setzt die Einheit frei.",무적이지만 움직이거나 공격하지 못합니다. 어떤 피해라도 입으면 풀려납니다. ,"Ta jednostka jest niezniszczalna, ale niezdolna do ataku i ruchu. Dowolny atak ją uwolni.","Invencível, porém sem atacar ou se mover. Qualquer dano liberta a unidade.","Юнит не получает урона, но не может ни двигаться, ни атаковать. Урон освободит юнит изо льда.","Es invulnerable, pero no puede moverse ni atacar. Cualquier daño liberará a la unidad."
Pilot_Disable_Immunity_Title,Evasion,Evasion,Esquive,Ausweichmanöver,회피,Manewr Unikający,Evasão,Уклонение,Evasión
Pilot_Disable_Immunity_Text,Mech unaffected by Webbing and Smoke.,Mech unaffected by Webbing and Smoke.,Ce Mecha n'est pas affecté par les toiles ni les fumigènes.,Eingesponnen und Rauch haben keinen Effekt auf den Mech.,속박과 연막에 영향받지 않습니다.,Oplątanie i Dym nie mają wpływu na mecha.,Meka não é afetado por Teias e Fumaça.,Мех невосприимчив к воздействию дыма и паутины.,El mech no se puede enredar ni le afecta el humo.
Pilot_Extra_XP_Title,Experienced,Experienced,Expérimenté,Erfahren,숙련됨,Weteran,Experiente,Ветеран,Veteranía
Pilot_Extra_XP_Text,Gain +2 bonus XP\nper kill.,Gain +2 bonus XP\nper kill.,Gagne +2 XP\npar ennemi tué.,Du erhältst +2 Bonus-EP\nje besiegte Einheit.,처치시\n추가 +2 XP 획득,Otrzymuje dodatkowe\n+2 PD za zabójstwo.,Ganha +2 de EXP\npor abate.,Дополнительно 2 ОП\nза убийство врага.,Gana +2 de EXP extra\npor muerte causada.
Pilot_Self_Shield_Title,Starting Shield,Starting Shield,Bouclier de départ,Startschild,시작 방어막,Osłona Szturmowa,Escudo Inicial,Стартовый щит,Escudo inicial
Pilot_Self_Shield_Text,Mech starts every mission with a Shield.,Mech starts every mission with a Shield.,Ce Mecha débute chaque mission avec un bouclier.,Mech startet jede Mission mit einem Schild.,모든 임무에 방어막을 가지고 시작합니다. ,Mech rozpoczyna każdą misję z osłoną.,Meka inicia toda missão com um Escudo.,Мех начинает каждый бой со щитом.,El mech empieza las misiones con un escudo.
Pilot_Road_Runner_Title,Maneuverable,Maneuverable,Manœuvrabilité,Beweglich,기동성,Zwinność,Manobrável,Маневренность,Maniobrabilidad
Pilot_Road_Runner_Text,Mech can move through enemy units.,Mech can move through enemy units.,Ce Mecha est capable de passer au travers des unités ennemies.,Mech kann sich durch gegnerische Einheiten hindurchbewegen.,적 유닛을 무시하고 움직일 수 있습니다. ,Mech może poruszać się poprzez wrogów.,Meka pode atravessar unidades inimigas.,Мех может проходить сквозь вражеские юниты.,El mech puede moverse a través de unidades enemigas.
Pilot_Shifty_Title,Sidestep,Sidestep,Pas de côté,Seitwärtsschritt,사이드스텝,Odskok,Passo Lateral,Отскок,Pasito
Pilot_Shifty_Text,"After attacking,  gain 1 free tile movement.","After attacking,  gain 1 free tile movement.","Après avoir attaqué, gagne 1 case de déplacement gratuite.",Nach dem Angriff kann sich der Mech 1 Feld zusätzlich bewegen.,"공격 후, 한 타일 움직일 수 있습니다. ",Po wykonaniu ataku może ruszyć się o 1 pole.,"Após atacar, pode se mover mais 1 espaço.",После атаки позволяет переместиться на 1 клетку.,"Después de atacar, tiene 1 casilla de movimiento gratis."
Pilot_Deploy_Anywhere_Title,Preemptive Strike,Preemptive Strike,Frappe préventive,Präventivschlag,선제 공격,Uprzedzający Atak,Ataque Proativo,Превентивный удар,Ataque preventivo
Pilot_Deploy_Anywhere_Text,"Deploy anywhere on the map,  damaging adjacent enemies.","Deploy anywhere on the map,  damaging adjacent enemies.","Peut être déployée n'importe où sur la carte, ce qui endommage les ennemis adjacents.",Kann irgendwo auf der Karte eingesetzt werden und fügt benachbarten Gegnern Schaden zu.,맵의 모든 곳에 배치할 수 있습니다. 근처 적에게 피해를 줍니다. ,"Mecha można rozmieścić na dowolnym polu, co zadaje obrażenia wrogom na przylegających polach.","Mobilize-se onde quiser no mapa, e cause dano a inimigos adjacentes.",Позволяет высадиться в любом месте карты и нанести урон врагам в соседних клетках.,Se despliega en cualquier parte del mapa y hace daño a los enemigos adyacentes.
Pilot_Survive_Death_Title,Vek,Vek,Vek,Vek,Vek,Vek,Vek,Векк,Vek
Pilot_Survive_Death_Text,Normal Pilots cannot be equipped. Loses 25 XP when the unit is disabled.,Normal Pilots cannot be equipped. Loses 25 XP when the unit is disabled.,Impossible de s'équiper d'un pilote normal. -25 XP quand l'unité est mise hors de combat.,"Nicht für normale Piloten. Verliert 25 EP, wenn die Einheit kampfunfähig ist.",일반 조종사는 얻을 수 없습니다. 유닛이 무력화 될 때 25 XP를 잃습니다.,"Nie może korzystać z normalnych pilotów. Gdy zostaje wyłączony z walki, traci 25 PD.",Pilotos normais não podem ser equipados. Perde 25 de EXP quando a unidade é incapacitada.,"Не позволяет использовать обычных пилотов. Теряет 25 ОП, если выведен из строя.",No se pueden equipar pilotos normales. Pierde 25 de EXP si la unidad queda inutilizada.
Pilot_Pain_Immunity_Title,Cauterize,Cauterize,Cautérisation,Kauterisieren,불사르기,Przyżeganie,Cauterização,Прижигание,Cauterización
Pilot_Pain_Immunity_Text,Fire heals instead of damaging Mech.,Fire heals instead of damaging Mech.,Le feu soigne ce Mecha au lieu de lui infliger des dégâts.,"Feuer repariert den Mech, statt ihn zu beschädigen.",화재가 피해를 주는 대신 치유합니다. ,Ogień leczy mecha zamiast go uszkadzać.,Fogo cura ao invés de danificar o Meka.,"Огонь не наносит урон, а восстанавливает ОЗ меха.",El fuego cura en vez de dañar al mech.
Pilot_Power_Repair_Title,Frenzied Repair,Frenzied Repair,Réparation surpuissante,Schnellreparatur,열혈 수리,Naprawa Bojowa,Reparos Frenéticos,Энергичный ремонт,Reparación frenética
Pilot_Power_Repair_Text,Push adjacent tiles when repairing.,Push adjacent tiles when repairing.,Pousse les cases adjacentes en se réparant.,Schiebt Einheiten von benachbarten Feldern während der Reparatur.,수리시 인접 타일을 밉니다. ,Naprawia mecha i odpycha przylegające pola.,"Ao reparar-se, empurra espaços adjacentes.",Толкает цели в соседних клетках при ремонте.,Empuja a las casillas adyacentes al reparar.
Pilot_Freeze_Walk_Title,Frozen Stance,Frozen Stance,Contact gelant,Gefrierender Stand,빙결 스탠스,Zamrażacz,Pisão Congelante,Ледяная поступь,Posición helada
Pilot_Freeze_Walk_Text," Stopping on any liquid tile freezes it,  making it safe to stand on."," Stopping on any liquid tile freezes it,  making it safe to stand on."," S'arrêter sur n'importe quelle case de liquide la gèle, ce qui permet de se tenir dessus."," Wenn die Bewegung auf einem flüssigen Feld endet, friert das Feld ein, sodass die Einheit darauf stehen kann.","내딛은 액체 타일을 얼려, 서 있기에 안전하게 합니다."," Mech zamraża płynne pole, dzięki czemu można na nim bezpiecznie stać."," Congela qualquer líquido onde parar, e o torna seguro para andar."," Завершение хода на любой клетке с жидкостью замораживает ее, позволяя смело стоять на поверхности."," Al detenerse en cualquier casilla líquida la congela, con lo que se puede estar a salvo sobre ella."
Pilot_Armored_Title,Armored,Armored,Blindé,Gepanzert,장갑,Pancerz,Blindado,Броня,Blindaje
